id,Python,Ruby,Rails,ML
1404205872,0,0,0,0
1468872302,0,0,0,0
985044072183119873,0,0,0,0
989115972706435073,1,0,0,0
1637736546,0,0,0,0
1025186130172424192,0,0,0,0
2869048950,0,0,0,0
841973100451307523,0,0,0,0
1530763621,0,0,0,0
472018945,0,1,1,1
3470321358,0,0,0,0
975770665956515840,0,0,0,0
177636338,0,0,0,0
1028905821122396160,0,0,0,0
973484792586027008,0,0,0,0
1001613535380623361,0,0,0,0
979244732265066498,0,0,0,0
726379947908964352,0,0,0,0
1851528290,0,0,0,0
125959596,0,0,0,0
135836373,0,0,0,0
2397878478,0,0,0,0
917520773450891265,0,0,0,0
942207378115538944,0,0,0,0
300178341,0,0,0,0
3921182239,0,0,0,0
1008630578004889600,0,0,0,0
899192180576624640,0,0,0,0
930233907001167872,0,0,0,0
1020550254603583488,0,0,0,0
134052458,0,0,0,0
760724556059381760,0,0,0,0
933270432370761728,0,0,0,0
3526814426,0,0,0,0
1011231027774218240,0,0,0,0
975369480799846400,0,0,0,0
90644645,0,0,0,0
1035715020091314176,0,0,0,0
108295236,0,0,0,0
323688940,1,0,0,0
902077801733357568,0,0,0,0
991510374439505920,0,0,0,0
774768580361527296,0,0,0,0
739118943793618944,0,0,0,0
785160833382936576,0,0,0,0
1034811734391894022,0,0,0,0
2356029992,0,0,0,0
2846837455,0,0,0,0
136566633,0,0,0,0
976470012683681792,0,0,0,0
325034511,0,0,0,0
4871605051,0,0,0,0
1727798700,0,0,0,0
2354330040,0,0,0,1
345119863,0,0,0,0
1003202859674972160,0,0,0,0
360479241,0,0,0,0
802692167760130048,0,0,0,0
706775766827073536,0,0,0,1
174976953,1,1,0,0
155567487,0,0,0,0
1027704135875883008,0,0,0,0
1036697125667532800,0,0,0,0
1324624026,0,0,0,0
1037110157635796993,0,0,0,0
126929721,0,0,0,0
173306931,0,0,0,0
2794120608,0,0,0,0
1036999628648902657,0,0,0,0
1204892166,0,0,0,0
1016908770188787712,0,0,0,0
1031166756172132352,0,0,0,0
849840463808937984,0,0,0,0
1035188133036351488,0,0,0,0
2160736752,0,0,0,0
3172342117,0,0,0,0
1022662831206875136,0,0,0,0
948120767136391168,0,0,0,0
3372284173,0,0,0,0
520594262,0,0,0,0
925210908598550528,0,0,0,0
1200693314,0,0,0,0
3107383597,0,0,0,1
4768567332,0,0,0,0
2388311402,0,0,0,0
818992349220990976,0,0,0,0
236370366,0,0,0,0
2906563657,0,0,0,0
889852958929592324,0,0,0,0
1030071167116173313,0,0,0,0
2291368417,0,0,0,0
3041405744,0,0,0,0
1432810867,0,0,0,0
2215780681,0,0,0,0
906192041637421056,0,0,0,0
480826538,0,0,0,0
1023486926760767488,0,0,0,0
1035025625696755714,0,0,0,0
1022872995407097857,0,0,0,0
1029593582477369344,0,0,0,0
1339420932,0,0,0,0
1005424477688090624,0,0,0,1
557812383,0,0,0,0
3161267324,0,0,0,0
2822084918,0,0,0,0
918445668321992710,0,0,0,0
3920171,0,0,0,1
923044268,0,0,0,0
4753616960,0,0,0,0
3523682532,0,0,0,0
990976461984096258,0,0,0,0
790692289,0,0,0,0
1697038644,0,0,0,0
1034287763976142848,0,0,0,0
53788919,0,0,0,0
869838964575707137,0,0,0,0
861322516354158592,0,0,0,1
946363887082881025,1,0,0,1
1003222766978338816,0,0,0,0
837192891030089728,1,0,0,0
947847789605613568,0,0,0,0
267484038,0,0,0,0
2237362320,0,0,0,0
890976767032279042,0,0,0,0
980794712,0,0,0,0
536936308,0,0,0,0
141466617,0,0,0,0
2949471320,0,0,0,0
1006890554062303232,0,0,0,0
118004440,0,0,0,0
1033598342209523714,0,0,0,0
877382324492488704,0,0,0,0
795602474077827072,0,0,0,0
1038768049455693827,0,0,0,0
984977714938458112,0,0,0,0
937072639129952256,0,0,1,1
1021399193502355456,0,0,0,0
896979414,0,0,0,0
770570302874980352,0,0,0,0
995597539817631744,0,0,0,0
1038578836894441472,0,0,0,1
136085633,0,0,0,0
978539661457965057,0,0,0,0
191280685,0,0,1,1
2287688192,0,0,0,0
1024288122618531841,0,0,0,0
964087402221285376,0,0,0,0
980383111564308486,0,0,0,0
794360922185744384,0,0,0,0
210738908,0,1,0,0
372263751,0,0,0,0
724997538823053313,0,0,0,0
944152402088812544,0,0,0,1
1005079176271917056,0,0,0,0
742326266657832960,1,0,0,0
958898425134592001,0,0,0,0
1030452865410596864,0,0,0,0
4047876314,0,0,0,0
1051161052753215489,0,0,0,0
3943268233,0,0,0,0
709215898351960065,0,0,0,0
1037299489617268737,0,0,0,0
998542987658326016,0,0,0,0
913431393950035970,0,0,0,0
961565113198129153,0,0,0,0
984372578549612546,0,0,0,0
193108478,0,0,0,0
607357971,0,0,0,0
770548316241178624,0,0,0,0
1036841017519927296,0,0,0,0
981001686947807233,0,0,0,0
1032876237008461824,0,0,0,0
3930666612,0,0,0,0
919449454444363777,0,0,0,0
3001613455,0,0,0,0
888582792300306432,0,0,0,0
515631958,0,0,0,0
87899936,0,0,0,0
995664886523805696,0,0,0,0
197505006,0,0,0,0
2591161507,0,0,0,0
255442403,0,0,0,0
3299038968,0,0,0,0
1021309077022900225,0,0,0,0
425551684,0,0,0,0
759937742121820160,0,0,0,0
847431478346530817,0,0,0,0
620099606,0,0,0,0
702486294920736768,0,0,0,0
1169091096,0,0,0,0
946727736831131648,0,0,0,0
741221151867731968,0,0,0,0
976362757766373376,0,0,0,0
1000387319621283840,0,0,0,0
1027174835959386113,0,0,0,0
850138009219416068,0,0,0,0
1100850018,0,0,0,0
1897119385,0,0,0,0
1031813025559326720,0,0,0,0
897120263833141249,0,0,0,0
986936024906416128,0,0,0,0
161249459,0,1,0,1
981298097069309952,0,0,0,0
2979592692,0,0,0,0
16520410,0,0,0,0
2362541102,0,0,0,0
197999421,0,0,0,0
1407477583,0,0,0,1
986900223115984897,0,0,0,0
894214468426637312,0,0,0,0
2351683386,0,0,0,0
1036034525476708352,0,0,0,0
952796207532748800,0,0,0,0
1017022954641633281,0,0,0,0
264726687,1,0,0,0
1022085357100130304,0,0,0,0
962552782304628736,0,0,0,0
990510504136269826,0,0,0,0
992484498,0,0,0,0
338123365,0,0,0,0
164223082,0,0,0,0
854972547561005060,0,0,0,0
187729055,0,0,0,0
1015426169783504896,0,0,0,0
4285093159,0,0,0,0
2162606516,0,0,0,0
215079857,0,0,0,0
786685584383303680,0,0,0,0
830017978775203840,0,0,0,0
218341384,0,0,0,0
122656958,0,0,0,0
519283886,0,0,0,0
940475167574069248,0,0,0,0
967384306615173120,0,0,0,1
840050662868115456,0,0,0,0
40600125,0,0,0,0
3116824729,0,0,0,0
737005051,0,0,0,0
149002233,0,0,0,0
949592683101667328,0,0,0,0
149860049,0,0,0,0
3847825700,0,0,0,0
143440825,0,0,0,1
985750306376986624,0,0,0,0
1397711034,0,0,0,0
571900375,0,0,0,0
3890191,0,0,0,0
875594052997005312,0,0,0,0
1002066248258142209,0,0,0,0
841723651,0,0,0,0
805966601447096320,0,0,1,1
257818058,0,0,0,0
1035436403390263296,0,0,0,1
991303776215547906,0,0,0,0
948505396376817665,0,0,0,0
1154361354,0,0,0,0
1015416517960261632,0,0,0,0
1036511650847719424,0,0,0,0
948718541762527232,0,0,0,1
154329028,0,1,0,0
1001100814671265792,0,0,0,0
350404035,0,0,0,0
1016256029820981248,0,0,0,0
1034364833204862976,0,0,0,0
1374345240,0,0,0,0
719091295570898945,0,0,0,0
1031985231408975874,0,0,0,0
1013682200124854272,0,0,0,0
859703175938363392,0,0,0,0
962713129523138563,0,0,0,0
3289672044,0,0,0,1
944324662384717824,1,0,0,0
501660525,0,0,0,0
803897145870798848,0,0,0,0
485537352,1,0,0,0
703045741942472704,1,0,0,0
942318837105549312,0,0,0,0
705010537780813824,0,0,0,0
905230812190085121,0,0,0,0
948237439335673856,0,0,0,0
945876427341152257,0,0,0,0
895540709436018688,0,0,0,0
187417746,0,0,0,1
63390890,0,0,0,0
901643785993461760,0,0,0,0
279845289,0,0,0,0
1021572712467116037,0,1,0,0
883125777532805120,0,0,0,0
3086780643,0,0,0,0
859269188992421889,0,0,0,0
159823007,0,0,0,0
814498016,0,0,0,0
3346612332,1,0,0,0
3004355118,0,0,0,0
1028929858858930181,0,0,0,0
1013516887139876864,1,0,0,0
995852206803841024,0,0,0,0
1030872393269436416,0,0,0,0
760714107653877760,0,0,0,1
2350020739,0,0,0,1
819742523610394624,0,0,0,0
811522705996410880,0,0,0,0
748377706719510528,0,0,0,0
374074035,0,0,0,0
54609735,0,0,0,1
151956098,0,0,0,0
2969400140,0,0,0,0
2232237744,0,1,0,0
3637303458,0,0,0,0
965870214742138880,0,0,0,0
1033705663170469889,0,0,0,0
1035158642528378880,0,0,0,0
1033232484870156288,0,0,0,0
936751543193186305,0,0,0,0
50677082,0,0,0,1
797982254672723968,0,0,0,0
873188036,0,0,0,0
67193763,0,0,0,0
922727788888465408,0,0,0,0
954324760913108992,0,0,0,0
3196802834,0,0,0,0
1033878343563718656,1,0,0,1
1022811603119398912,0,0,0,0
1277484960,0,0,0,0
5803802,0,0,0,0
313413278,0,0,0,0
197398532,0,0,0,0
2300241138,0,0,1,1
864400027,0,0,0,0
1451679367,0,0,0,0
1687214378,0,1,0,0
923457040084692992,0,0,0,1
1016901973491179520,0,0,0,0
4102511354,0,0,0,1
932826545500037120,0,0,0,0
144463734,0,0,0,0
988691053787021315,0,0,0,0
943296376984629249,0,0,0,0
1034352906026115073,1,0,0,0
989434585753649152,0,0,0,0
847021006338215936,0,0,0,1
4156745832,0,0,0,0
66050968,0,0,0,0
1029618131872886785,0,0,0,0
3232482942,0,0,0,0
1468653787,0,0,0,0
52251231,0,0,0,0
828165240,0,0,0,0
1030353648579010561,0,0,0,0
1700315124,0,0,0,0
715827451419627520,0,0,0,0
822813144,0,0,0,0
144540698,0,0,0,0
1010705019845275648,0,0,0,0
1019139863331786752,0,0,0,0
1012857322807291904,0,0,0,0
966926566096695297,0,0,0,0
53655748,0,0,0,0
3235729903,0,0,0,0
899858713002901504,0,0,0,0
150145144,0,0,0,0
280286613,0,0,0,0
8073622,0,0,0,0
559717926,0,0,0,0
572685181,0,0,0,0
2430220218,1,0,0,1
4166244612,0,0,0,0
1024451531716714496,0,0,0,0
131339037,0,0,0,0
1021213963713896448,0,0,0,0
1017428034293456897,0,0,0,0
2339658032,0,0,0,0
574378488,0,0,0,0
2481787964,0,0,0,0
179571649,0,0,0,0
1031856767808892928,0,0,0,0
68533994,0,0,0,1
1030363701050667008,0,0,0,0
913043877170257922,0,0,1,1
1024330484451438592,0,0,0,0
975785839773892611,0,0,0,0
703711461726552064,0,0,0,0
136846694,0,0,0,0
901367832977461248,0,0,0,0
1008769926838960128,0,0,0,0
971242263828410368,0,0,0,0
3253496424,0,0,0,0
1006013314189516801,0,0,0,0
1493062194,0,0,0,0
2439437814,0,0,0,0
765512113393577984,0,0,0,0
708991368123654144,0,0,0,0
589412280,0,0,0,0
187157682,0,0,0,0
1032192066569158659,0,0,1,1
934462473242996738,0,0,0,0
903950070743044096,0,0,0,0
979244548017696768,0,0,0,0
263050431,0,0,0,0
742320969339928576,0,0,0,0
83313051,0,0,0,0
1100880997,0,0,0,0
973811615857553408,0,0,0,0
119012027,0,0,0,0
3193633836,0,0,0,0
389435556,0,0,0,0
197886744,0,0,0,0
843532430,0,0,0,0
2772438625,0,0,0,0
841999770344349697,0,0,0,0
1003265904124129280,0,0,0,0
1007868002509832192,1,1,0,1
956836987,0,0,0,1
907747222183280640,0,0,0,0
389871702,0,0,0,0
101792759,0,0,1,0
1008024588083552261,0,0,0,0
1025001713072140288,0,0,0,1
419891151,0,0,0,0
1024830817975980032,0,0,0,0
2418549086,0,0,0,0
833308598,0,1,0,0
1397080214,0,0,0,0
995186348247080960,0,0,0,0
885671411427057666,0,1,0,0
3007390610,0,0,0,0
848395748240613376,0,0,0,0
936727683932622850,0,0,0,0
1008229469755138048,0,0,0,0
134404962,0,0,0,0
821781468938539008,0,0,0,0
346249176,0,1,1,1
376186664,0,0,0,0
1489109412,0,0,0,0
995976887485661184,0,0,0,1
981351999433134082,0,0,0,0
2253208820,0,0,0,0
4341648313,0,0,0,0
3099512424,0,0,0,0
560221167,0,1,1,1
2871036372,1,0,1,1
828993039917912064,0,0,0,0
1027026894498099200,0,0,0,0
886088161767505921,0,0,0,0
901403041,0,0,0,0
2841177535,0,0,0,0
875398842291597314,0,0,0,0
121033768,0,0,0,0
931142860056903686,0,0,0,1
479603639,0,0,0,0
1320266701,0,0,0,0
3803809153,0,0,0,0
1029337601721884673,0,0,0,0
1034015271004954624,0,0,0,0
923536113750368258,0,0,0,0
347942890,0,0,0,0
717542784270409730,0,0,0,0
828152064228225024,0,0,0,0
186364087,0,0,0,0
1637975988,0,0,0,0
1022311506476580864,0,0,0,0
972251125108809733,1,0,0,0
3226814294,0,0,0,0
1011132051053895680,0,0,0,0
1020538532383809537,0,0,0,0
2850698162,0,0,0,0
862580823266136065,0,0,0,0
76937524,0,0,0,0
805323378336727040,0,0,0,0
961928961960783872,0,0,0,0
2475617120,0,0,0,0
902910083373211648,0,0,0,0
847408471318212610,0,0,0,0
158963950,0,0,0,0
45072041,0,0,0,0
240481076,0,0,0,0
988685330,0,0,0,0
3074291280,0,0,0,0
371827551,0,0,0,0
542495904,0,0,0,0
808558141,0,0,0,1
187721688,0,0,0,0
549090874,0,0,1,1
985784906398576641,0,0,0,1
977821506783756289,0,1,1,1
1021986812552724482,0,0,0,0
1019359402967457792,0,0,0,0
893687056831873025,0,0,0,0
983352499737214976,1,1,1,1
1024892170958827522,0,0,0,0
3054185125,0,0,0,0
1025288502714322945,0,0,0,0
899573289793630208,0,0,0,0
1010819921515765760,0,0,0,0
959774980949995521,0,0,0,0
391393350,0,0,0,0
2559122078,0,0,0,0
815476000804900866,0,0,0,0
4689207632,0,0,0,0
347083576,0,0,0,0
971915041535438851,0,0,0,0
949761326552834048,0,0,0,0
998011181926252544,0,0,0,0
3017637899,0,0,0,0
405312236,0,0,0,0
1027924580621463554,0,0,0,0
1022306189659369472,0,0,0,0
818385378419740672,0,0,0,0
820874220,0,0,0,0
121969547,0,0,0,0
1027824150801350658,0,0,0,0
3243115248,0,0,0,0
799555146,0,0,0,0
1545000318,0,0,0,0
1023120770614976513,0,0,0,0
842488035576971264,0,0,0,0
994842850062995456,0,0,0,0
133789734,0,0,0,0
2354598541,0,0,0,0
3283125823,0,0,0,0
896588164533428225,0,0,0,0
2985032305,0,0,0,0
1015863431230980096,0,0,0,0
943882352723234816,0,0,0,0
1008530791565950976,0,0,0,0
101441218,0,0,0,0
1019726016325902337,0,0,0,0
906854144857616386,0,0,0,0
2590998336,0,0,0,0
996717408403386369,0,0,0,0
937024945,0,0,0,0
985328764199436289,0,0,0,0
57615221,0,0,0,0
734723036725710849,0,0,0,1
884799646710640640,0,0,0,0
612520639,0,0,0,1
983908988583526400,0,0,0,0
1017725439685480448,0,0,0,0
935621216286552064,0,0,0,0
2710970996,0,0,0,0
618176004,0,0,0,1
962246966708133889,0,0,0,0
1011836228474245120,0,0,0,0
790920238267109376,0,0,0,0
782168569882652672,0,0,0,0
1000604701178515456,0,0,0,0
837041096391708672,0,0,0,0
963687013571551232,0,0,0,0
3004721239,0,0,0,0
1022461323378999296,0,0,0,0
2263635158,0,0,0,1
813186203990118400,0,0,0,0
248684969,0,0,0,0
811229628056539136,0,0,0,0
2739522169,0,1,0,1
960509345392807936,0,0,0,0
1027190453601353731,0,0,0,0
798564603428884480,0,0,0,0
1027963056809099264,0,0,0,0
933630544578936832,0,0,0,0
3277317572,0,0,0,0
734906453102714880,0,0,0,0
1018487805557608449,0,0,0,0
93791189,0,0,0,0
2725966628,0,0,0,0
257833052,0,0,0,0
751056107351707649,0,0,0,0
941977881541984256,0,0,0,0
2397397178,0,0,0,0
907084264767811585,0,0,0,0
409788751,0,0,0,0
1014432952028020736,0,0,0,0
1017710584748335104,0,0,0,0
719695459913216000,0,0,0,0
105390203,0,0,0,0
236714148,0,0,0,0
13343282,0,0,0,0
967249825908514816,0,0,0,0
734371713513721856,0,0,0,0
764108219446759425,0,0,0,0
1020807932869455872,0,0,0,0
1401448386,0,0,0,0
1859591136,0,0,0,1
212615769,0,0,0,0
1012166020100833280,0,0,0,0
3128814794,0,0,0,0
750958243787202560,0,0,0,0
1023429639333543936,0,0,0,0
827467819839131648,0,0,0,0
24722974,0,0,0,0
829476814393208832,0,0,0,0
4506983412,0,0,0,0
338414874,0,0,0,0
981752896554393600,0,0,0,0
117682400,0,0,0,0
729894584235347968,0,0,0,0
130360531,0,0,0,0
783937596,0,0,0,0
1309510405,0,0,0,0
1004235646842515456,0,0,0,0
2344553377,0,0,0,0
3320822432,1,1,0,0
104499531,0,0,0,0
703606507183575040,0,0,0,0
908178832682708992,0,0,0,0
880187219276742656,1,0,0,0
2215391396,0,0,0,0
1192203229,0,0,0,0
8963312,0,0,0,0
307377115,0,0,0,0
147827317,0,0,0,0
1027055112521318402,0,0,0,0
1026801478843813888,0,0,0,0
131053475,0,0,0,1
3102333163,0,0,0,0
63126898,0,0,0,0
10210702,0,0,0,0
121767328,0,0,0,0
1002350379231686657,0,0,0,0
967561620170752000,0,0,0,0
853966813461270529,0,0,0,1
947830451430768640,1,0,0,0
263076653,0,0,0,0
921599003233415168,0,0,0,0
1018117511995273216,0,0,0,0
2766288134,0,0,0,0
3167089280,0,0,0,0
931384237600604161,0,0,0,0
974312350504312832,0,0,0,0
2162100818,0,0,0,0
347205944,0,0,0,0
991626499294822401,0,0,0,0
3162228451,0,0,0,0
979903792001904640,0,0,0,0
273277056,0,0,0,0
125322851,0,0,0,0
700895760,0,0,0,0
1479287162,0,0,0,0
489403678,0,0,0,0
909313769381044224,0,0,0,0
941851878282870784,0,0,0,0
1020676621953482754,0,0,0,0
1000692727216914433,0,0,0,0
912671694736703488,0,0,0,0
953256120306491394,0,0,0,0
411509292,0,0,0,0
2675443933,1,0,0,0
870943493891411968,0,1,1,1
734930240376475648,0,0,0,1
904211882931740673,0,0,0,0
829900074536759297,0,0,0,1
3259570224,0,0,0,0
840185942585491456,0,0,0,0
976786965004566528,0,0,0,0
929145449243541505,0,0,0,0
1021605518178041857,0,0,0,0
877758498347470848,0,0,0,0
41492727,0,0,0,0
698792593618939904,0,1,0,1
913232140778717184,0,0,1,1
1895985396,0,0,0,0
737299807333556226,0,0,0,0
807195657739980800,0,0,0,0
1011201072331816961,0,0,0,0
2893751845,0,0,0,0
1004812965248286720,0,0,0,0
2533007911,0,0,0,0
134353472,0,0,0,0
138423117,0,0,0,0
2837532649,0,0,0,0
6190402,0,0,0,0
587595794,0,0,0,0
1019807496234459136,0,0,0,0
590084194,0,0,0,0
3361221193,0,0,0,0
964296299783729152,0,0,0,0
281443235,0,1,0,1
932201584741642240,0,0,0,0
987249427097182209,0,0,0,0
852432180,0,0,0,0
131482309,1,1,1,1
385443977,0,0,0,0
1370000065,0,0,0,0
1022761005959368705,0,0,0,0
928065735871496193,0,1,0,0
1655281728,0,1,0,0
732155637036023808,0,0,0,0
783320494552383488,0,0,0,0
999955372935823360,0,0,0,0
872029420801761280,0,0,0,0
1015122730797035520,0,0,0,0
21200411,0,0,0,0
4547816372,0,0,0,0
775629049360027648,0,0,0,0
1023443057507594240,0,0,0,0
764059687239036928,0,0,0,0
1274165683,0,0,0,0
3321503796,0,0,0,0
1312312668,0,0,0,0
3000850004,0,0,0,1
1025384611147210752,1,0,0,1
885697907357134849,0,0,0,0
799254821605818368,0,0,0,0
929508901,0,0,0,0
272939720,0,0,0,0
965947523704619008,0,0,0,1
1002510605205495809,0,0,0,0
842702732,1,0,0,1
828810526876528641,0,0,0,0
3125929327,0,0,0,1
1023408515962920960,0,0,0,0
2152765674,0,0,0,0
876402660097761280,0,0,0,0
1078880586,0,0,0,0
812438514,0,0,0,0
2516763361,0,0,0,0
2310948516,0,0,0,0
1276954418,0,0,0,0
1023924178309636098,0,0,0,0
794831989148827648,0,0,0,0
919220226327134208,0,0,0,0
718015800133586944,0,0,0,1
730960941836210176,0,0,0,0
19234500,0,0,0,1
948733360867745792,0,0,0,0
3584929038,0,0,0,0
4858938056,0,0,0,0
944539034054881281,0,1,0,0
975926765091659776,0,0,0,0
142075840,0,0,0,0
2273175404,0,0,0,0
1016330954330161152,0,0,0,0
763047067463712768,0,0,0,0
1577326298,0,0,0,0
972054736252780544,0,0,0,0
723527690221813760,0,0,0,0
740740030075834368,0,0,0,1
582859739,0,0,0,0
266428076,0,0,0,0
919182463481520129,0,0,0,0
989394766977646593,0,0,0,0
2347938182,0,0,0,0
993138741815296000,0,0,0,0
264069477,0,0,0,0
3242399731,0,0,0,0
2268993702,0,0,0,0
790624727597391872,0,0,0,0
941456933533335553,0,0,0,0
707157506917736449,0,0,0,0
569148361,0,0,0,0
1011229172071522305,0,0,0,0
707543069399199744,0,0,0,0
790789335431864321,0,0,0,0
458372881,0,0,0,0
852270119640121344,0,0,0,0
980565252528996352,0,0,0,0
3299939688,1,0,0,0
842030576374702080,0,0,0,0
860707600815357952,0,0,0,0
1023863512949354501,0,0,0,0
1306674271,0,0,0,0
907982126267564032,0,0,0,0
938328400191676418,0,0,0,0
903180430471380992,0,0,0,0
2906898847,0,0,0,0
187920486,0,0,0,0
821901758850969600,0,0,0,0
881484043,0,0,0,0
924198917473837057,0,0,0,0
2711837882,0,0,0,0
1005459229082128385,0,0,0,0
977363791535984640,0,0,0,0
211858423,0,0,0,0
1020649585272709126,0,0,0,0
303017210,0,0,0,0
624133514,0,0,0,0
953042426179960832,0,0,0,0
3726491,0,1,0,0
843063032406204417,0,0,0,0
1004390233591316480,0,0,0,0
1208078917,0,0,0,0
81534715,0,0,0,0
291158335,0,0,0,0
908350724,0,0,0,1
1009386081547005952,0,0,0,1
14521304,0,0,0,0
2476864206,0,0,0,0
2299632037,0,0,0,0
1011630398340620288,0,0,0,0
101196534,0,0,0,0
3010026426,0,0,0,0
20646409,0,0,0,0
112453779,0,0,0,0
1960795662,0,0,0,0
606137180,0,1,0,0
2249808878,0,0,0,0
1023474361557123075,0,0,0,0
1023371253220966400,0,0,0,0
1017922390666272768,0,0,0,0
2489717712,0,0,0,0
934415954653491200,0,0,0,1
1015060567210381313,0,0,0,0
420337424,0,0,0,0
1011965703958585344,0,0,0,0
943650667473747969,0,0,0,0
1713142286,0,0,0,0
93086773,0,0,0,1
2736907200,0,0,0,0
1019763529497264128,0,0,0,0
2445254653,0,0,0,0
945842606533046273,0,0,0,0
223380172,0,0,0,0
1017080055997091843,0,0,0,0
980132108906643456,0,0,0,0
1866203863,0,0,0,0
703033081393844224,0,0,0,0
724409342984736772,0,0,0,0
1021001785421385729,0,0,0,0
704924364597272578,0,0,0,0
291139328,0,0,0,0
1023208127607406603,0,0,0,0
838726391436759040,0,0,0,0
2412649418,0,0,0,0
748372208,0,0,0,0
954520564038647808,1,0,0,0
994894389796331521,0,1,1,1
738221182055370752,0,0,0,0
935522605431373825,0,0,0,0
2375378426,0,0,0,0
717649795473547264,0,0,0,0
1020550889168297984,0,0,0,0
981041045143150593,0,0,0,0
582682707,0,0,0,0
1022285143673716736,0,0,0,0
2397872342,0,0,0,0
964135117659648000,0,0,0,0
1012218997843025920,1,0,0,0
955260707133538304,0,0,0,0
3944571732,0,0,0,0
1021159556792111105,0,0,0,0
1020975634774777857,0,0,0,1
1015287551081320448,0,0,0,0
4363521,0,0,0,0
1003650011224145922,0,0,0,0
822822501470175238,0,0,0,0
142330273,0,0,0,0
1440023425,0,0,0,1
829621280525602816,0,0,0,1
253289597,0,0,0,0
123536729,0,0,0,0
1021636489178828805,0,0,0,0
1013768476362661890,0,0,0,0
794916926849810432,0,0,0,0
85366340,0,0,0,0
4453155860,0,0,0,0
470202958,0,0,0,0
606937398,0,0,0,0
1022307951405461504,0,0,0,0
429131164,0,0,0,0
962894016156090368,0,0,0,0
4912849674,0,0,0,0
729245005114580992,0,0,0,0
1022437196928696320,0,0,0,0
977872676663390208,0,0,0,0
543889925,0,0,0,0
806778690,0,0,0,0
269804881,0,0,0,0
186672378,0,0,0,0
999853047915298816,0,0,0,0
578862286,0,0,0,0
1022051193080541184,0,0,0,0
950734467391373312,0,0,0,0
234954187,0,0,0,0
11375702,0,0,0,0
159440261,0,0,0,0
981760570054426624,0,0,0,0
990977453731426304,0,0,0,0
1610200562,0,0,0,0
1005842602619355136,0,0,0,0
519488401,0,0,0,0
841992711435575296,0,0,0,0
817541813061885952,0,0,0,0
137989963,0,0,0,0
986604899562434560,0,0,0,0
1000937278745726976,0,0,0,0
2192403517,0,0,0,0
110722343,0,0,0,0
751358116088930304,0,0,0,0
1021735635936104449,0,0,0,0
1009650819900166144,0,0,0,0
1009102007049728000,0,0,0,0
1021646955858915330,0,0,0,0
903082645491392512,0,0,0,1
99111884,0,0,0,1
4273090823,0,0,0,0
929148255623028736,0,0,0,1
2392840080,0,0,0,0
3747777434,0,0,0,0
98093992,0,0,0,0
731008739323617280,0,0,0,0
972016612885782528,0,0,0,0
953812187679637504,0,0,0,1
308309893,0,0,0,0
119400979,0,0,0,0
1537766432,0,0,0,0
825183208937394176,0,0,0,0
715861296588062720,0,0,0,0
3223480550,0,0,0,0
835132696963620868,0,0,0,0
586740229,0,0,0,1
1015176009618894848,0,0,0,0
2322258547,0,0,0,0
264087671,0,0,0,0
934002870717890560,0,0,0,0
562755386,0,0,0,0
2234670132,0,0,0,0
991591979220783105,0,0,0,0
1000512657768693760,0,0,0,0
966514338684051456,0,0,0,0
943192720004210688,0,0,0,0
922120226300235776,0,0,0,0
4036274654,0,0,0,0
4920711991,0,0,0,0
711966273484099586,0,0,0,0
227115769,0,0,0,0
952837552536371205,0,0,0,0
2193163309,0,0,0,0
130129804,0,0,0,0
2249747737,0,0,0,0
2759116580,0,0,0,0
742290651379699712,0,0,0,0
52327184,0,0,0,0
1009962424395395072,0,0,0,0
1003917498138255360,1,0,1,1
1013451472376229888,0,0,0,0
4800370513,0,0,0,0
963078889135259648,0,0,0,0
1015881668912005121,0,1,0,0
129404631,0,0,0,0
956342033840455681,0,0,0,0
976860656791060480,0,0,0,0
896556530295685122,0,0,0,0
828210124921528323,0,0,0,0
2423901060,0,0,0,0
1054601341270519808,0,0,0,0
927009304326021122,0,0,0,0
136228604,0,0,0,1
2894721584,0,0,0,0
925604395433148416,0,0,0,0
134024841,0,0,1,1
962138564132724736,0,0,0,0
1896401287,0,0,0,0
361393097,0,0,0,0
783696566234210305,0,0,0,0
976935439406788608,0,0,0,0
1017384178013237248,0,0,0,0
1017244962822414337,0,0,0,0
963262970535936000,0,0,0,0
992260121278332928,0,0,0,1
778905915458097152,0,0,0,0
1002442508469616640,0,0,0,1
1223896722,0,0,0,0
4013953584,0,0,0,0
3400030812,0,0,0,0
1017730554056212480,0,0,0,0
79222510,0,0,0,0
1014687238167248896,0,0,0,0
2436324679,0,0,0,0
835682350117740544,0,0,0,0
379127420,0,0,0,0
757800942867587072,0,1,1,1
104680000,0,0,0,1
1610265446,0,0,0,0
433885245,0,0,0,0
1008290027204296704,0,0,0,0
810933338,0,0,0,0
3219874908,0,0,0,0
1005645826461294593,0,1,0,0
991483653094916096,0,0,0,0
2489589900,0,0,0,0
843274175091359744,0,0,0,0
2356013856,0,0,0,0
63114612,0,0,0,0
1425930415,0,0,0,1
970054818847797248,0,0,0,0
848329484323274752,0,0,0,0
146648601,0,0,0,0
2834879922,0,0,0,0
4744306525,0,0,0,0
858588708424957952,1,0,0,0
791089110953758720,0,1,1,1
922431161141379072,0,0,0,1
735314116097646596,0,0,0,0
2453905224,0,1,0,0
893371469131993088,1,0,0,0
801947569618173952,0,0,0,0
359936730,0,0,0,0
2204999186,0,0,0,0
4915971073,0,0,0,0
1487794650,0,0,0,0
